modelo,auc_roc,auc_pr,precision_top10,recall_top10,f1
random_forest,0.9111611164382991,0.8237892265526483,0.9283455779782386,0.3434661436829067,0.7565576138953992
logistic,0.8800682858662784,0.7574175450132368,0.8729656839951642,0.3229768786127168,0.7071234756572997
